Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Owned By,Owned By,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
135769181,Ticket Change,process ticket transaction,1,"Dec 5, 2016","Dec 11, 2016",feature,3,accepted,"Dec 8, 2016","Dec 10, 2016",,YiTingTeh,"As a staff, I want to change the bus ticket so that I can help customer to change their ticket when they requested.",https://www.pivotaltracker.com/story/show/135769181,sanjiek,phoonks,Ng Kok Zhu,"Design order ID, trip number and seat number textfields",completed,"Design origin, destination, departure date, departure time and seat number textfields for current ticket information",completed,Design new trip number drop down list,completed,"Design departure date, departure time and seat number textfields for new ticket information",completed,"Design Read, Reset, Confirm and Cancel button",completed,"Retrieve current ticket information and displaying it in textfields when order ID, tip number and seat number is entered and read button is clicked",completed,Clear textfields when reset button is clicked,completed,Display automatically detected available alternative trip number in drop down list,completed,"Display departure date, departure time and auto assigned seat number",completed,Link to print bus ticket when confirm button is clicked,completed,Return to ticket purchasing menu when cancel button is clicked,completed
135823599,Process new user registration,security management,1,"Dec 5, 2016","Dec 11, 2016",feature,2,accepted,"Dec 8, 2016","Dec 10, 2016",,phoonks,"As admin, i want to add new user account when a staff have join the company so they can login by their new account.",https://www.pivotaltracker.com/story/show/135823599,WenDao,Ng Kok Zhu,,"Design staffID,username,password,confirm password,security answer textfields",completed,Design account type and security answer drop down list,completed,"Design Check, Reset, Register and Back buttons",completed,"Set username, password, confirm password textfield are uneditable",completed,"Display staff name as default user name, staff ID password as default password when staffID textfield is key in and check button is pressed.",completed,"Display successful message when register button is clicked, else display error message",completed,Clear textfields when reset button is clicked,completed,Back to login page when login button is clicked,completed
135774779,Process user removal,security management,1,"Dec 5, 2016","Dec 11, 2016",feature,1,accepted,"Dec 8, 2016","Dec 10, 2016",,Ng Kok Zhu,"As admin, I want to remove user login account when the staff have leave the company so that they cannot login into the system.",https://www.pivotaltracker.com/story/show/135774779,YiTingTeh,sanjiek,,Design username and staffID textfields,completed,"Design remove, reset and back buttons",completed,Set staffID textfields as uneditable,completed,Retrieve staffID and display on textfield when username is entered,completed,"Display successful message when remove button is clicked, else display error message",completed,Clear textfields when reset button is clicked,completed,Back to login page when login button is clicked,completed
135781647,Process user login,security management,1,"Dec 5, 2016","Dec 11, 2016",feature,3,accepted,"Dec 8, 2016","Dec 10, 2016",,WenDao,"As a user, I want to login in the EzWayBusTicketingSystem system by entering the correct User ID and Password so that I can access to my account and trust the system.",https://www.pivotaltracker.com/story/show/135781647,sanjiek,YiTingTeh,phoonks,Design username and password textfields,completed,"Design login, reset, forgot password and exit buttons",completed,Set password textfields as serure textfields,completed,"Link to home page when login button is clicked and correct username and psssword is entered, else display error message",completed,Clear textfields when reset button is clicked,completed,Link to forget password interface when forgot password button is entered,completed,Exit the system when exit button is clicked,completed
135769235,Delete Trip,trip management,1,"Dec 5, 2016","Dec 11, 2016",feature,1,accepted,"Dec 8, 2016","Dec 10, 2016",,YiTingTeh,"As admin, I want to delete the unwanted trip so that the particular trip will not be shown for customer to purchase the bus ticket.",https://www.pivotaltracker.com/story/show/135769235,WenDao,,,Design inactive button in update trip module interface,completed,Inactive that particular tip when trip number is entered,completed,Inactive all out of date trip by detecting the system date,completed
135769385,Process Password Change,security management,1,"Dec 5, 2016","Dec 11, 2016",feature,2,accepted,"Dec 8, 2016","Dec 10, 2016",,sanjiek,"As a user ,i want to change my password so that i can renew my password for me easy to remember and more secure.
",https://www.pivotaltracker.com/story/show/135769385,YiTingTeh,phoonks,,"Design username, current password, new password, confirm new password textfield
",completed,"Design Submit, Reset and Back Button
",completed,"Set current password, new password and confirm new password textfield as password textfield
",completed,"Display successful message when submit button is clicked, else display error messages
",completed,"Clear textfields when reset button is clicked
",completed,"Back to login page when login button is clicked
",completed
